ranking,country,regional_indicator,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,year
78,Nepal,South Asia,5.3603,4.45,0.634,62.0,0.73531,0.50939,0.8139,2023
79,Armenia,Commonwealth of Independent States,5.3417,6.66532,0.70009,68.0,0.71402,0.12596,0.71435,2023
80,Tajikistan,Commonwealth of Independent States,5.3298,4.41825,0.7708,62.0,0.7768,0.24758,0.47954,2023
81,Argelia,Sub-Saharan Africa,5.3291,6.15254,0.80144,67.0,0.32703,0.17425,0.729,2023
82,Hong Kong S.A.R. of China,East Asia,5.3085,8.86926,0.74172,77.0,0.52727,0.29069,0.3046,2023
83,Albania,Central and Eastern Europe,5.2773,6.58829,0.58729,69.0,0.71181,0.31482,0.93487,2023
84,Indonesia,Southeast Asia,5.2769,6.29103,0.72154,63.0,0.85978,1.0,0.93218,2023
85,South Africa,Sub-Saharan Africa,5.2746,6.44165,0.88162,57.0,0.60099,0.21338,0.96558,2023
86,Congo (Brazzaville),Sub-Saharan Africa,5.2671,4.18781,0.41059,57.0,0.60093,0.31812,0.75746,2023
87,North Macedonia,Central and Eastern Europe,5.2536,6.80954,0.72273,67.0,0.66807,0.49069,0.96504,2023
88,Venezuela,Latin America and Caribbean,5.2106,0.0,0.77587,64.0,0.47789,0.48704,0.84973,2023
89,Laos,East Asia,5.1107,5.60176,0.52653,61.0,0.9266,0.43946,0.71063,2023
90,Georgia,Commonwealth of Independent States,5.1091,6.71676,0.58458,65.0,0.69826,0.0,0.64214,2023
91,Guinea,Sub-Saharan Africa,5.0717,3.83773,0.47925,54.0,0.47791,0.483,0.81849,2023
92,Ukraine,Commonwealth of Independent States,5.0714,6.17455,0.83623,65.0,0.71371,0.62952,0.97145,2023
93,Ivory Coast,Sub-Saharan Africa,5.0527,4.97236,0.36028,56.0,0.60544,0.32724,0.76597,2023
94,Gabon,Sub-Saharan Africa,5.0347,6.5394,0.63034,58.0,0.44869,0.08561,0.81765,2023
95,Nigeria,Sub-Saharan Africa,4.9806,4.84103,0.62145,55.0,0.58086,0.41637,0.97711,2023
96,Cameroon,Sub-Saharan Africa,4.9732,4.38599,0.53789,56.0,0.52545,0.34244,0.89435,2023
97,Mozambique,Sub-Saharan Africa,4.954,2.59175,0.5466,52.0,0.81038,0.38307,0.65691,2023
98,Iraq,Middle East and North Africa,4.9409,5.82354,0.58814,63.0,0.45558,0.31677,0.93253,2023
99,State of Palestine,Middle East and North Africa,4.9078,5.20061,0.80811,,0.53963,0.15516,0.88085,2023
100,Morocco,Middle East and North Africa,4.9028,5.61914,0.33027,64.0,0.69966,0.0299,0.84896,2023
101,Iran,Middle East and North Africa,4.8763,6.65816,0.68031,67.0,0.3638,0.54376,0.76748,2023
102,Senegal,Sub-Saharan Africa,4.8551,4.28578,0.44908,60.0,0.67263,0.33736,0.89374,2023
103,Mauritania,Middle East and North Africa,4.7239,4.99605,0.47186,60.0,0.41495,0.30735,0.65291,2023
104,Burkina Faso,Sub-Saharan Africa,4.6376,3.48918,0.5024,55.0,0.54301,0.44503,0.79856,2023
105,Namibia,Sub-Saharan Africa,4.6308,5.85991,0.69493,57.0,0.49648,0.16381,0.87393,2023
106,Turkiye,Middle East and North Africa,4.6135,7.79376,0.70874,69.0,0.16159,0.22562,0.82861,2023
107,Ghana,Sub-Saharan Africa,4.605,5.00393,0.46684,59.0,0.68178,0.50089,0.93799,2023
108,Pakistan,South Asia,4.5554,4.91356,0.40548,57.0,0.6624,0.33359,0.81804,2023
109,Niger,Sub-Saharan Africa,4.5013,2.55047,0.38791,57.0,0.70047,0.36475,0.75026,2023
110,Tunisia,Middle East and North Africa,4.4967,6.06018,0.60578,67.0,0.33608,0.05304,0.97145,2023
111,Kenya,Sub-Saharan Africa,4.4866,4.77976,0.54377,58.0,0.54151,0.69036,0.90208,2023
112,Sri Lanka,South Asia,4.4416,6.46362,0.75581,67.0,0.69841,0.28548,0.84597,2023
113,Uganda,Sub-Saharan Africa,4.4325,3.56916,0.70603,59.0,0.55131,0.46841,0.9082,2023
114,Chad,Sub-Saharan Africa,4.3966,2.82788,0.59374,53.0,0.50899,0.60514,0.8437,2023
115,Cambodia,Southeast Asia,4.3935,4.65996,0.63193,62.0,0.99485,0.41696,0.90819,2023
116,Benin,Sub-Saharan Africa,4.3737,4.20099,0.1493,56.0,0.6239,0.26952,0.54857,2023
117,Myanmar,Southeast Asia,4.3725,4.69125,0.69461,61.0,0.59592,0.9491,0.65434,2023
118,Bangladesh,South Asia,4.2821,5.14926,0.3168,65.0,0.79923,0.33007,0.70509,2023
119,Gambia,Sub-Saharan Africa,4.2794,3.45836,0.37888,58.0,0.37054,0.78721,0.94071,2023
120,Mali,Sub-Saharan Africa,4.1978,3.47035,0.39324,55.0,0.57125,0.28774,0.89391,2023
121,Egypt,Middle East and North Africa,4.1705,6.26115,0.60007,64.0,0.60504,0.09084,0.55447,2023
122,Togo,Sub-Saharan Africa,4.1374,3.49986,0.39616,57.0,0.47569,0.3542,0.75826,2023
123,Jordan,Middle East and North Africa,4.1198,5.87563,0.60493,68.0,0.67007,0.13287,0.69107,2023
124,Ethiopia,Sub-Saharan Africa,4.0906,3.6066,0.688,61.0,0.58409,0.67152,0.82064,2023
125,Liberia,Sub-Saharan Africa,4.0423,2.85336,0.39776,57.0,0.60994,0.52007,0.87351,2023
126,India,South Asia,4.0358,5.27009,0.41625,61.0,0.88842,0.41497,0.80139,2023
127,Madagascar,Sub-Saharan Africa,4.0191,2.8753,0.48122,58.0,0.24191,0.41966,0.76083,2023
128,Zambia,Sub-Saharan Africa,3.9822,4.153,0.54928,55.0,0.70585,0.44888,0.85755,2023
129,Tanzania,Sub-Saharan Africa,3.6938,3.8001,0.48587,59.0,0.78702,0.55528,0.52078,2023
130,Comoros,Sub-Saharan Africa,3.5452,4.15421,0.20179,59.0,0.15218,0.30547,0.74189,2023
131,Malawi,Sub-Saharan Africa,3.4952,2.89375,0.29547,58.0,0.63542,0.33026,0.76993,2023
132,Botswana,Sub-Saharan Africa,3.4353,6.68918,0.64251,55.0,0.62199,0.05047,0.87395,2023
133,Congo (Kinshasa),Sub-Saharan Africa,3.2072,2.413,0.48389,55.0,0.48667,0.4331,0.87824,2023
134,Zimbabwe,Sub-Saharan Africa,3.2035,3.44725,0.54364,54.0,0.46987,0.2648,0.79117,2023
135,Sierra Leone,Sub-Saharan Africa,3.1376,3.04455,0.33361,55.0,0.48076,0.4572,0.90892,2023
136,Lebanon,Middle East and North Africa,2.3922,6.44189,0.29385,66.0,0.15913,0.14429,0.95149,2023
137,Afghanistan,South Asia,1.859,2.93045,0.0,55.0,0.0,0.22053,0.89543,2023
140,Afghanistan,South Asia,1.721,2.93451,0.0,62.0,0.0,0.22638,0.15383,2024
86,Albania,Central and Eastern Europe,5.3042,6.71748,0.57133,74.0,0.79892,0.34403,0.08517,2024
84,Argelia,Sub-Saharan Africa,5.3635,6.18327,0.73652,72.0,0.28611,0.22771,0.34775,2024
48,Argentina,Latin America and Caribbean,6.1881,7.29612,0.85449,73.0,0.78851,0.21822,0.1399,2024
81,Armenia,Commonwealth of Independent States,5.4549,6.7441,0.71415,73.0,0.75317,0.12831,0.3009,2024
10,Australia,North America and ANZ,7.0569,8.66266,0.90385,76.0,0.87599,0.56188,0.56224,2024
14,Austria,Western Europe,6.9047,8.80752,0.82671,76.0,0.81399,0.53362,0.52956,2024
99,Azerbaijan,Commonwealth of Independent States,4.8934,6.69424,0.54171,70.0,0.77392,0.27835,0.34637,2024
126,Bangladesh,South Asia,3.8859,5.23988,0.15414,71.0,0.89752,0.35025,0.29115,2024
16,Belgium,Western Europe,6.8942,8.72705,0.89106,76.0,0.84413,0.42531,0.54042,2024
113,Benin,Sub-Saharan Africa,4.3774,4.26801,0.0794,64.0,0.65654,0.27961,0.43828,2024
72,Bolivia,Latin America and Caribbean,5.7843,5.68578,0.7296,70.0,0.83335,0.24842,0.10575,2024
64,Bosnia and Herzegovina,Central and Eastern Europe,5.877,6.84293,0.81541,73.0,0.71889,0.6147,0.0,2024
134,Botswana,Sub-Saharan Africa,3.3834,6.74926,0.59919,62.0,0.65642,0.03599,0.14271,2024
44,Brazil,Latin America and Caribbean,6.272,6.67841,0.78488,72.0,0.7937,0.32444,0.24769,2024
80,Bulgaria,Central and Eastern Europe,5.4627,7.61209,0.9086,72.0,0.71861,0.2078,0.01069,2024
107,Burkina Faso,Sub-Saharan Africa,4.548,3.53115,0.42378,63.0,0.55939,0.43211,0.31067,2024
116,Cambodia,Southeast Asia,4.3407,4.72308,0.63008,68.0,1.0,0.42378,0.12354,2024
101,Cameroon,Sub-Saharan Africa,4.8744,4.40662,0.52953,64.0,0.60374,0.31514,0.10487,2024
15,Canada,North America and ANZ,6.8996,8.59474,0.90232,76.0,0.84565,0.57434,0.64026,2024
110,Chad,Sub-Saharan Africa,4.4713,2.81849,0.49824,61.0,0.47621,0.54504,0.19601,2024
38,Chile,Latin America and Caribbean,6.3603,7.55165,0.84687,76.0,0.75386,0.29188,0.13124,2024
60,China,East Asia,5.9727,6.99292,0.76627,74.0,0.81592,0.32887,0.2843,2024
77,Colombia,Latin America and Caribbean,5.6951,6.71288,0.76751,75.0,0.74585,0.17864,0.10191,2024
129,Comoros,Sub-Saharan Africa,3.5663,4.18371,0.2029,66.0,0.19937,0.32054,0.27768,2024
87,Congo (Brazzaville),Sub-Saharan Africa,5.2215,4.16881,0.38471,64.0,0.60549,0.3089,0.23939,2024
136,Congo (Kinshasa),Sub-Saharan Africa,3.2954,2.49318,0.41119,63.0,0.54754,0.47074,0.12548,2024
12,Costa Rica,Latin America and Caribbean,6.9554,7.29097,0.84936,75.0,0.9226,0.27072,0.21378,2024
62,Croatia,Central and Eastern Europe,5.9423,7.98916,0.89374,74.0,0.54346,0.16046,0.07452,2024
50,Cyprus,Western Europe,6.0681,8.38021,0.75284,78.0,0.6125,0.31061,0.08551,2024
18,Czechia,Western Europe,6.8218,8.33065,0.93473,74.0,0.91101,0.44123,0.11798,2024
2,Denmark,Western Europe,7.5827,8.91278,0.94051,76.0,0.95298,0.50792,0.95358,2024
68,Dominican Republic,Latin America and Caribbean,5.8228,7.08565,0.78657,71.0,0.84544,0.21543,0.34005,2024
73,Ecuador,Latin America and Caribbean,5.7245,6.14556,0.7118,74.0,0.70203,0.21807,0.1362,2024
124,Egypt,Middle East and North Africa,3.9766,6.4002,0.61604,70.0,0.56722,0.06326,0.45073,2024
33,El Salvador,Latin America and Caribbean,6.4687,5.91016,0.66796,72.0,0.94521,0.20589,0.43942,2024
34,Estonia,Western Europe,6.4477,8.18422,0.94468,75.0,0.93287,0.41531,0.69812,2024
132,Eswatini,Sub-Saharan Africa,3.502,5.86448,0.57229,60.0,0.32912,0.14811,0.20145,2024
127,Ethiopia,Sub-Saharan Africa,3.8609,3.69798,0.56598,68.0,0.51069,0.67442,0.17505,2024
1,Finland,Western Europe,7.7407,8.61498,0.97268,76.0,0.99532,0.35347,0.94966,2024
27,France,Western Europe,6.609,8.49487,0.83395,77.0,0.75269,0.28013,0.48839,2024
93,Gabon,Sub-Saharan Africa,5.1063,6.55653,0.64189,66.0,0.59747,0.11297,0.17365,2024
109,Gambia,Sub-Saharan Africa,4.4849,3.50522,0.42303,65.0,0.53119,0.80918,0.08311,2024
89,Georgia,Commonwealth of Independent States,5.1847,6.85312,0.61243,71.0,0.78743,0.0,0.30305,2024
24,Germany,Western Europe,6.7185,8.74242,0.85967,76.0,0.81064,0.43453,0.63956,2024
117,Ghana,Sub-Saharan Africa,4.2894,5.0292,0.46219,66.0,0.72188,0.45589,0.04822,2024
63,Greece,Middle East and North Africa,5.9336,7.86686,0.7894,76.0,0.39053,0.04532,0.16097,2024
42,Guatemala,Latin America and Caribbean,6.287,5.88421,0.72309,69.0,0.85171,0.2628,0.13523,2024
95,Guinea,Sub-Saharan Africa,5.0233,3.88022,0.38454,62.0,0.60381,0.52419,0.18683,2024
61,Honduras,Latin America and Caribbean,5.9684,5.09547,0.64055,70.0,0.83384,0.43745,0.14046,2024
85,Hong Kong,East Asia,5.3164,8.91705,0.73273,81.0,0.56144,0.36619,0.69833,2024
56,Hungary,Central and Eastern Europe,6.0169,8.04511,0.94537,73.0,0.67289,0.30601,0.11669,2024
3,Iceland,Western Europe,7.5251,8.78627,1.0,77.0,0.94808,0.64455,0.31728,2024
123,India,South Asia,4.0541,5.44809,0.40375,68.0,0.88795,0.43393,0.21217,2024
79,Indonesia,Southeast Asia,5.5683,6.36058,0.7326,69.0,0.90283,0.99602,0.09513,2024
98,Iran,Middle East and North Africa,4.9228,6.70486,0.70286,72.0,0.42336,0.58641,0.21464,2024
90,Iraq,Middle East and North Africa,5.166,5.83364,0.6161,70.0,0.49173,0.35251,0.08315,2024
17,Ireland,Western Europe,6.838,9.94539,0.85979,76.0,0.87756,0.51196,0.72707,2024
5,Israel,Middle East and North Africa,7.3411,8.42288,0.93583,78.0,0.74301,0.38224,0.33528,2024
41,Italy,Western Europe,6.3235,8.40988,0.82166,77.0,0.5942,0.27972,0.12791,2024
94,Ivory Coast,Sub-Saharan Africa,5.0801,5.04612,0.35733,64.0,0.63354,0.30062,0.28528,2024
66,Jamaica,Latin America and Caribbean,5.8417,5.98077,0.81892,72.0,0.74933,0.22265,0.0488,2024
51,Japan,East Asia,6.0598,8.34247,0.83783,79.0,0.73149,0.05678,0.38154,2024
122,Jordan,Middle East and North Africa,4.1858,5.89711,0.60807,73.0,0.68713,0.14801,0.32942,2024
49,Kazakhstan,Commonwealth of Independent States,6.1875,7.57991,0.9011,72.0,0.84855,0.3719,0.20823,2024
111,Kenya,Sub-Saharan Africa,4.4696,4.84339,0.55387,66.0,0.60069,0.70235,0.11927,2024
29,Kosovo,Central and Eastern Europe,6.561,6.37339,0.78985,73.0,0.85638,0.63328,0.1263,2024
13,Kuwait,Middle East and North Africa,6.9514,8.61974,0.84357,75.0,0.95743,0.49779,0.29849,2024
74,Kyrgyzstan,Commonwealth of Independent States,5.7135,4.92532,0.91364,73.0,0.96634,0.56189,0.05191,2024
92,Laos,East Asia,5.1389,5.64568,0.52353,68.0,0.92255,0.42301,0.28958,2024
46,Latvia,Western Europe,6.2345,7.94337,0.93316,72.0,0.77177,0.31732,0.13639,2024
139,Lebanon,Middle East and North Africa,2.7065,6.43174,0.35676,72.0,0.20065,0.16876,0.05003,2024
138,Lesotho,Sub-Saharan Africa,3.1862,3.60103,0.52618,55.0,0.60601,0.2048,0.14774,2024
118,Liberia,Sub-Saharan Africa,4.2686,2.89078,0.41648,64.0,0.63225,0.44368,0.12954,2024
65,Libya,Middle East and North Africa,5.8663,7.12751,0.68047,72.0,0.68538,0.27718,0.35397,2024
19,Lithuania,Western Europe,6.8175,8.24885,0.8992,73.0,0.61701,0.10937,0.20143,2024
8,Luxembourg,Western Europe,7.1219,10.0,0.83799,77.0,0.92805,0.36347,0.75188,2024
120,Madagascar,Sub-Saharan Africa,4.2279,2.93343,0.50942,65.0,0.29013,0.4302,0.21427,2024
133,Malawi,Sub-Saharan Africa,3.421,2.88206,0.25386,66.0,0.66127,0.33636,0.23615,2024
59,Malaysia,Southeast Asia,5.9752,7.68912,0.70737,71.0,0.95971,0.56377,0.207,2024
119,Mali,Sub-Saharan Africa,4.232,3.49171,0.42555,63.0,0.67842,0.30029,0.1558,2024
40,Malta,Western Europe,6.3458,8.535,0.89302,77.0,0.8421,0.62382,0.21683,2024
108,Mauritania,Middle East and North Africa,4.5051,5.03457,0.43589,67.0,0.39683,0.33064,0.34511,2024
69,Mauritius,Sub-Saharan Africa,5.8164,7.33663,0.83994,70.0,0.74224,0.30632,0.20477,2024
25,Mexico,Latin America and Caribbean,6.678,7.10455,0.76782,72.0,0.83642,0.21428,0.22021,2024
70,Moldova,Central and Eastern Europe,5.8159,6.4721,0.79008,72.0,0.80485,0.19303,0.07735,2024
76,Mongolia,East Asia,5.6962,6.31951,0.9345,67.0,0.58008,0.59072,0.0961,2024
75,Montenegro,Central and Eastern Europe,5.707,7.33711,0.81532,73.0,0.73173,0.27553,0.22978,2024
104,Morocco,Middle East and North Africa,4.7947,5.66892,0.2914,70.0,0.73101,0.10503,0.14227,2024
88,Mozambique,Sub-Saharan Africa,5.2164,2.6151,0.54628,60.0,0.84337,0.39334,0.3411,2024
115,Myanmar,Southeast Asia,4.3545,4.56719,0.61126,68.0,0.52172,1.0,0.30273,2024
103,Namibia,Sub-Saharan Africa,4.8317,5.91607,0.74978,64.0,0.5441,0.1714,0.10691,2024
91,Nepal,South Asia,5.1584,4.50995,0.61254,69.0,0.75627,0.52233,0.19981,2024
6,Netherlands,Western Europe,7.3194,8.87942,0.90444,76.0,0.83986,0.61715,0.64757,2024
11,New Zealand,North America and ANZ,7.0292,8.45752,0.94458,75.0,0.86357,0.56406,0.835,2024
43,Nicaragua,Latin America and Caribbean,6.2839,5.1262,0.78144,72.0,0.91901,0.33206,0.43645,2024
106,Niger,Sub-Saharan Africa,4.5563,2.67622,0.41904,64.0,0.7118,0.36171,0.25525,2024
100,Nigeria,Sub-Saharan Africa,4.8808,4.86691,0.66531,63.0,0.65538,0.50252,0.033,2024
83,North Macedonia,Central and Eastern Europe,5.3691,6.8923,0.78971,72.0,0.6715,0.48347,0.02544,2024
7,Norway,Western Europe,7.3017,9.11908,0.93815,76.0,0.96762,0.55922,0.84146,2024
105,Pakistan,South Asia,4.6567,4.99198,0.3714,65.0,0.62774,0.36035,0.12861,2024
39,Panama,Latin America and Caribbean,6.3582,7.95002,0.8611,74.0,0.83389,0.15643,0.07394,2024
57,Paraguay,Latin America and Caribbean,5.9765,6.53179,0.87101,72.0,0.91225,0.32787,0.11354,2024
67,Peru,Latin America and Caribbean,5.8409,6.40313,0.72994,75.0,0.71218,0.19505,0.04996,2024
53,Philippines,Southeast Asia,6.0476,5.75533,0.7089,68.0,0.95708,0.24622,0.23652,2024
35,Poland,Central and Eastern Europe,6.4415,8.11814,0.8768,74.0,0.69503,0.20093,0.30482,2024
55,Portugal,Western Europe,6.0296,8.07075,0.84609,76.0,0.87646,0.1164,0.06145,2024
32,Romania,Central and Eastern Europe,6.4912,7.93747,0.76443,73.0,0.83,0.10157,0.01098,2024
71,Russia,Commonwealth of Independent States,5.7853,7.67194,0.83586,71.0,0.63875,0.34384,0.20957,2024
28,Saudi Arabia,Middle East and North Africa,6.5935,8.60725,0.84171,71.0,0.91172,0.28415,0.32685,2024
97,Senegal,Sub-Saharan Africa,4.9686,4.3324,0.46438,67.0,0.7028,0.37926,0.11943,2024
37,Serbia,Central and Eastern Europe,6.4108,7.18435,0.86079,73.0,0.76822,0.49932,0.17498,2024
137,Sierra Leone,Sub-Saharan Africa,3.2452,3.05663,0.35012,63.0,0.54328,0.45249,0.09268,2024
30,Singapore,Southeast Asia,6.5228,9.89526,0.84207,78.0,0.86056,0.4199,1.0,2024
45,Slovakia,Central and Eastern Europe,6.2571,7.96789,0.95284,74.0,0.65609,0.23964,0.10071,2024
21,Slovenia,Central and Eastern Europe,6.7433,8.3419,0.92928,76.0,0.91448,0.39295,0.22707,2024
82,South Africa,Sub-Saharan Africa,5.422,6.48958,0.84704,65.0,0.62153,0.1957,0.05909,2024
52,South Korea,East Asia,6.0579,8.47919,0.72875,78.0,0.64248,0.31515,0.27461,2024
36,Spain,Western Europe,6.4209,8.25122,0.90975,77.0,0.71697,0.29647,0.30803,2024
125,Sri Lanka,South Asia,3.8981,6.35814,0.72914,73.0,0.67536,0.35942,0.05363,2024
4,Sweden,Western Europe,7.3441,8.77425,0.92843,77.0,0.97097,0.55252,0.91078,2024
9,Switzerland,Western Europe,7.0602,9.20463,0.88148,78.0,0.87934,0.43239,0.86525,2024
31,Taiwan Province of China,East Asia,6.5035,8.60343,0.83257,75.0,0.75178,0.17043,0.35184,2024
128,Tanzania,Sub-Saharan Africa,3.7806,3.83149,0.43676,67.0,0.82153,0.47697,0.44723,2024
58,Thailand,Southeast Asia,5.9761,6.93387,0.83309,74.0,0.87531,0.7051,0.04204,2024
121,Togo,Sub-Saharan Africa,4.2141,3.54351,0.36257,65.0,0.52429,0.31606,0.27127,2024
112,Tunisia,Middle East and North Africa,4.4218,6.1034,0.59058,73.0,0.29414,0.0596,0.03191,2024
96,Turkiye,Middle East and North Africa,4.9753,7.94937,0.72687,74.0,0.23407,0.16981,0.19955,2024
114,Uganda,Sub-Saharan Africa,4.3717,3.60638,0.71189,66.0,0.68044,0.44368,0.09423,2024
102,Ukraine,Commonwealth of Independent States,4.873,6.30641,0.81364,71.0,0.73048,0.71213,0.04414,2024
22,United Arab Emirates,Middle East and North Africa,6.7331,9.26467,0.72003,72.0,0.94401,0.52127,0.44914,2024
20,United Kingdom,Western Europe,6.749,8.51296,0.82035,75.0,0.82599,0.66512,0.61091,2024
23,United States,North America and ANZ,6.7248,9.05791,0.86094,72.0,0.67918,0.55708,0.29412,2024
26,Uruguay,Latin America and Caribbean,6.6115,7.45412,0.8855,73.0,0.89791,0.26459,0.38336,2024
47,Uzbekistan,Commonwealth of Independent States,6.195,5.66075,0.86264,71.0,0.96713,0.62743,0.37326,2024
78,Venezuela,Latin America and Caribbean,5.6067,0.0,0.8174,70.0,0.5999,0.47969,0.14982,2024
54,Vietnam,Southeast Asia,6.043,6.21579,0.78378,71.0,0.97594,0.23369,0.27818,2024
130,Yemen,Middle East and North Africa,3.561,3.13606,0.79273,64.0,0.41974,0.19988,0.19678,2024
131,Zambia,Sub-Saharan Africa,3.5024,4.19978,0.50041,63.0,0.84216,0.41825,0.19012,2024
135,Zimbabwe,Sub-Saharan Africa,3.3411,3.49606,0.52587,62.0,0.56401,0.23983,0.22708,2024
